Gender,Marital_Status,Dependents,Education,Employment_Status,City/Town,Annual_Income,Loan_History,Loan_Amount_Requested,Loan_Term,Loan_Approval_Status
Female,Married,3,Graduate,Employed,Urban,75057,1,21744,207,1
Female,Married,3,Graduate,Employed,Urban,140077,0,20903,144,1
Male,Single,3,High School,Unemployed,Urban,34096,0,12606,130,0
Female,Married,3,High School,Self-Employed,Urban,65456,0,5114,143,0
Female,Married,3,Graduate,Employed,Urban,87940,0,23587,199,1
Male,Single,2,Postgraduate,Unemployed,Suburban,55575,1,8178,68,0
Male,Married,2,High School,Self-Employed,Urban,61760,0,20000,206,1
Female,Single,0,Postgraduate,Employed,Rural,91960,0,23480,135,1
Female,Married,1,Graduate,Employed,Urban,60497,0,20000,238,1
Female,Divorced,1,Graduate,Employed,Suburban,26647,0,7893,30,0
Female,Married,2,Graduate,Unemployed,Urban,91568,0,24273,26,1
Female,Married,3,High School,Unemployed,Suburban,55905,0,13791,198,0
Female,Married,3,Postgraduate,Employed,Suburban,65737,0,20000,107,1
Male,Single,2,High School,Employed,Urban,42959,0,6499,120,0
Female,Single,0,Graduate,Unemployed,Urban,51615,0,20000,50,1
Female,Single,0,Postgraduate,Unemployed,Suburban,63168,0,20000,234,1
Male,Single,2,Graduate,Self-Employed,Suburban,68350,1,14913,78,0
Male,Single,0,Graduate,Employed,Rural,109610,0,22084,155,1
Male,Single,0,High School,Unemployed,Urban,33864,0,5717,46,0
Female,Single,0,Graduate,Employed,Suburban,114365,1,24746,156,1
Female,Married,0,Graduate,Unemployed,Rural,97436,0,22414,147,1
Male,Divorced,1,Graduate,Employed,Suburban,108913,0,29839,143,1
Male,Single,2,Graduate,Self-Employed,Urban,51661,1,20348,106,1
Male,Divorced,2,Graduate,Employed,Urban,128019,1,22224,160,1
Female,Divorced,2,Graduate,Employed,Urban,81294,1,21709,122,1
Male,Married,3,High School,Unemployed,Suburban,60092,0,20000,146,1
Female,Married,1,Graduate,Unemployed,Rural,60747,0,23304,29,0
Female,Single,1,Postgraduate,Self-Employed,Suburban,60756,0,9234,16,0
Male,Married,1,High School,Employed,Urban,111236,0,26848,172,1
Female,Single,2,Graduate,Unemployed,Urban,98583,0,26790,47,1
Female,Married,2,Graduate,Unemployed,Urban,26340,0,5529,197,1
Female,Married,0,Postgraduate,Self-Employed,Urban,63779,0,20000,89,1
Male,Single,1,High School,Employed,Urban,44822,0,8447,175,0
Male,Single,2,Postgraduate,Employed,Rural,61382,0,20000,136,0
Male,Married,0,Graduate,Unemployed,Urban,45600,0,7072,27,0
Male,Divorced,3,Graduate,Unemployed,Suburban,63367,0,20000,225,0
Female,Single,1,Graduate,Employed,Urban,90066,1,26147,210,1
Male,Single,3,High School,Self-Employed,Urban,93221,0,23050,35,1
Male,Married,0,High School,Self-Employed,Suburban,115132,0,34519,165,1
Female,Single,3,Graduate,Employed,Suburban,76516,0,21909,186,1
Female,Married,0,Graduate,Self-Employed,Urban,59822,0,20000,41,1
Male,Single,3,Graduate,Self-Employed,Urban,77110,0,22010,58,1
Female,Married,2,Postgraduate,Employed,Urban,61231,1,20000,157,1
Female,Married,2,High School,Self-Employed,Rural,60921,0,22815,58,0
Male,Single,3,High School,Unemployed,Suburban,66190,0,13671,201,0
Male,Married,2,Graduate,Self-Employed,Urban,51251,0,20000,89,1
Male,Married,3,High School,Employed,Urban,65053,0,20000,153,0
Female,Married,3,Graduate,Employed,Urban,120581,0,31170,236,1
Female,Married,3,Graduate,Unemployed,Urban,87759,0,25627,221,1
Male,Single,1,Postgraduate,Self-Employed,Urban,66153,1,20945,103,0
Female,Single,2,High School,Employed,Suburban,142438,0,27082,229,1
Male,Married,0,High School,Employed,Suburban,41128,0,6229,152,0
Male,Married,0,High School,Unemployed,Rural,56644,1,20000,213,1
Male,Married,1,High School,Self-Employed,Urban,25728,0,5772,116,0
Male,Single,1,Postgraduate,Self-Employed,Rural,100968,0,26824,147,0
Female,Married,1,Graduate,Employed,Urban,23711,0,6319,128,0
Male,Divorced,3,Postgraduate,Unemployed,Rural,47122,0,10775,94,0
Female,Married,3,Graduate,Employed,Suburban,79436,1,23014,159,1
Female,Married,0,Graduate,Unemployed,Urban,108266,0,26914,116,0
Female,Single,1,Postgraduate,Employed,Urban,48963,0,13141,158,0
Female,Single,2,High School,Self-Employed,Suburban,82277,0,23017,198,1
Male,Married,0,Graduate,Self-Employed,Suburban,119628,0,27760,12,1
Female,Single,2,Postgraduate,Employed,Urban,84053,0,21288,17,1
Female,Married,3,High School,Unemployed,Urban,107593,1,23375,143,1
Male,Single,0,Postgraduate,Unemployed,Suburban,51836,0,13888,227,0
Female,Married,2,High School,Employed,Suburban,83447,0,23662,27,1
Female,Divorced,2,Postgraduate,Unemployed,Urban,38988,0,12632,210,1
Male,Married,3,Graduate,Self-Employed,Urban,30466,0,11520,238,0
Male,Married,0,Postgraduate,Unemployed,Urban,97008,0,28897,78,1
Male,Married,0,High School,Unemployed,Suburban,40486,0,5958,48,0
Male,Single,0,Graduate,Unemployed,Rural,64931,0,20000,45,1
Female,Divorced,1,Graduate,Employed,Urban,104915,0,20057,177,1
Female,Single,1,Postgraduate,Self-Employed,Urban,88357,0,24014,134,1
Male,Divorced,3,High School,Employed,Urban,71415,1,20924,105,1
Female,Married,1,High School,Employed,Urban,23538,1,6693,197,1
Female,Divorced,0,Graduate,Unemployed,Urban,91886,0,24816,223,1
Female,Single,0,High School,Employed,Urban,59890,1,10918,166,0
Female,Married,3,Postgraduate,Unemployed,Suburban,148304,0,27533,172,0
Female,Married,3,Graduate,Employed,Urban,62572,1,20000,195,1
Female,Single,2,High School,Employed,Urban,36168,0,9940,64,0
Male,Married,1,Postgraduate,Employed,Urban,101735,0,20888,58,1
Male,Single,0,High School,Employed,Urban,62975,0,20000,146,1
Female,Single,3,Graduate,Self-Employed,Urban,55808,0,20000,49,1
Male,Married,2,Graduate,Employed,Rural,129091,0,38105,51,1
Female,Married,2,High School,Employed,Rural,83202,0,20965,149,0
Male,Divorced,3,Postgraduate,Self-Employed,Suburban,43813,0,15833,202,1
Male,Single,0,High School,Self-Employed,Urban,86510,0,21578,148,1
Female,Single,3,Graduate,Unemployed,Suburban,47163,0,12729,39,0
Female,Divorced,2,High School,Employed,Suburban,44948,0,16982,41,0
Female,Married,3,Graduate,Self-Employed,Urban,72536,0,20216,60,1
Female,Single,3,Postgraduate,Employed,Rural,60643,1,8536,81,0
Female,Married,3,High School,Unemployed,Urban,66127,0,20000,121,1
Male,Married,0,High School,Employed,Suburban,146100,0,26233,93,1
Male,Married,2,Graduate,Self-Employed,Urban,131182,0,35599,81,1
Female,Married,1,Postgraduate,Employed,Urban,135185,0,40510,235,1
Male,Single,2,High School,Unemployed,Rural,55416,1,5279,126,1
Female,Married,2,Graduate,Unemployed,Suburban,67213,1,9976,57,1
Female,Single,0,Postgraduate,Self-Employed,Urban,50025,0,20000,167,1
Male,Married,0,Graduate,Employed,Urban,23836,1,6573,194,0
Male,Divorced,1,Graduate,Employed,Urban,62642,1,20000,91,1
Male,Single,1,Graduate,Employed,Rural,98404,0,24387,174,1
Female,Married,3,Graduate,Employed,Suburban,33690,0,9243,99,0
Female,Divorced,3,Graduate,Employed,Urban,36444,0,10283,101,0
Male,Single,1,Postgraduate,Employed,Urban,62887,1,22626,167,0
Male,Married,2,Graduate,Self-Employed,Suburban,63377,0,20000,66,1
Male,Married,0,Graduate,Employed,Suburban,23779,0,7795,201,0
Female,Married,3,Graduate,Unemployed,Urban,125790,0,30648,107,1
Female,Married,3,High School,Self-Employed,Suburban,120876,1,25000,82,1
Male,Single,1,High School,Employed,Suburban,133787,0,21097,220,1
Male,Single,1,Graduate,Self-Employed,Urban,55876,0,5040,239,0
Female,Single,3,Graduate,Self-Employed,Urban,113594,0,24145,43,1
Male,Married,2,Graduate,Employed,Urban,114184,0,26185,158,1
Male,Single,1,High School,Employed,Urban,51738,0,13394,163,0
Female,Married,1,Postgraduate,Employed,Suburban,56626,1,20000,105,1
Male,Married,0,High School,Employed,Urban,89422,0,20964,43,1
Male,Single,3,High School,Employed,Urban,53942,1,15426,102,0
Male,Divorced,3,Graduate,Employed,Urban,105469,1,21012,80,0
Female,Married,0,High School,Employed,Urban,69142,1,20680,119,1
Female,Divorced,1,High School,Employed,Rural,59681,0,12077,31,0
Male,Married,3,Graduate,Unemployed,Urban,130812,1,22167,55,1
Female,Married,1,Graduate,Employed,Urban,135903,0,25895,98,1
Female,Married,0,High School,Self-Employed,Suburban,36350,0,8030,133,0
Male,Single,3,High School,Employed,Suburban,106530,0,26630,221,0
Female,Single,0,Graduate,Employed,Suburban,52194,0,20000,27,1
Female,Single,0,Graduate,Employed,Suburban,24321,0,5158,172,0
Male,Married,2,Postgraduate,Self-Employed,Urban,133414,0,23907,156,0
Male,Single,1,Graduate,Employed,Urban,82638,0,21277,79,0
Male,Divorced,1,Graduate,Employed,Urban,147104,1,38834,37,1
Male,Married,1,High School,Self-Employed,Urban,20036,1,5395,184,1
Female,Married,2,Graduate,Employed,Suburban,68153,1,16779,160,0
Female,Married,1,High School,Employed,Urban,71573,0,20986,52,1
Male,Married,3,High School,Unemployed,Urban,148710,0,33315,82,1
Female,Married,1,Postgraduate,Unemployed,Suburban,86466,0,23044,105,1
Male,Single,2,Graduate,Unemployed,Urban,119064,1,34404,147,0
Female,Married,0,High School,Self-Employed,Urban,146187,1,41860,180,0
Male,Single,3,High School,Self-Employed,Urban,38997,0,15331,235,0
Male,Married,1,High School,Unemployed,Suburban,56817,0,8403,38,0
Female,Single,1,High School,Employed,Urban,84029,1,23793,26,1
Female,Married,0,High School,Self-Employed,Urban,142216,0,22824,170,1
Male,Single,0,High School,Unemployed,Urban,33302,0,9119,45,0
Male,Married,0,High School,Employed,Urban,48309,0,15245,59,1
Female,Married,1,Graduate,Self-Employed,Rural,79634,0,20248,149,1
Male,Single,3,High School,Employed,Urban,38317,0,10570,209,0
Male,Married,1,High School,Self-Employed,Suburban,91935,0,21960,17,1
Female,Married,0,High School,Employed,Urban,90938,0,25797,193,1
Male,Divorced,1,High School,Employed,Urban,99636,0,29546,191,0
Female,Married,2,Graduate,Self-Employed,Suburban,123822,0,23470,160,1
Female,Single,2,High School,Unemployed,Urban,73741,0,20486,108,1
Female,Single,3,Graduate,Unemployed,Rural,89796,1,23729,221,1
Female,Married,2,High School,Employed,Urban,139953,0,35173,228,1
Male,Married,2,Postgraduate,Unemployed,Urban,77955,0,20324,138,1
Male,Married,1,Postgraduate,Employed,Suburban,89932,0,24150,13,1
Male,Married,0,High School,Unemployed,Urban,83129,0,21620,206,1
Male,Married,2,Postgraduate,Unemployed,Suburban,57089,0,20000,156,1
Male,Single,2,High School,Employed,Urban,71821,0,21147,184,1
Female,Single,1,Graduate,Employed,Suburban,145883,0,36101,25,1
Female,Married,2,Postgraduate,Employed,Urban,66029,0,20000,154,1
Male,Married,1,Postgraduate,Employed,Suburban,81311,0,23314,42,1
Female,Married,1,Postgraduate,Employed,Urban,142139,0,41506,232,0
Female,Divorced,2,Graduate,Employed,Urban,55991,0,20000,176,1
Male,Married,2,Graduate,Employed,Urban,124216,0,35677,236,1
Male,Divorced,1,Postgraduate,Self-Employed,Urban,62822,0,13222,205,0
Male,Married,2,High School,Self-Employed,Suburban,107383,0,23450,121,0
Male,Single,0,Graduate,Self-Employed,Urban,68432,0,22011,226,0
Male,Divorced,3,Graduate,Unemployed,Urban,21257,0,7927,29,0
Male,Divorced,1,Graduate,Unemployed,Urban,143763,0,21677,195,1
Female,Married,3,Graduate,Employed,Urban,26692,0,9963,31,0
Female,Divorced,2,High School,Self-Employed,Urban,83524,0,20385,17,1
Male,Married,2,High School,Unemployed,Urban,73544,0,20073,207,1
Male,Single,0,Graduate,Employed,Urban,93146,1,24218,190,1
Female,Divorced,3,Postgraduate,Self-Employed,Suburban,54556,0,11741,122,0
Male,Married,3,Postgraduate,Employed,Urban,97178,0,23858,131,1
Male,Single,0,Graduate,Employed,Rural,66078,0,20000,89,1
Female,Married,2,Graduate,Self-Employed,Urban,51433,0,20000,107,1
Male,Married,0,High School,Self-Employed,Suburban,71523,0,20277,165,1
Male,Single,3,High School,Self-Employed,Rural,39969,0,5064,191,0
Male,Divorced,1,High School,Employed,Suburban,73653,1,21878,236,1
Male,Married,2,High School,Self-Employed,Suburban,118241,0,34990,41,1
Female,Married,0,High School,Self-Employed,Urban,69467,0,20272,229,1
Female,Single,1,High School,Unemployed,Urban,26404,1,6767,46,0
Female,Single,3,Graduate,Unemployed,Suburban,136719,0,35890,13,1
Female,Single,1,High School,Employed,Suburban,49437,0,17456,26,0
Male,Married,0,Graduate,Self-Employed,Urban,119588,1,23233,164,1
Male,Single,0,High School,Employed,Suburban,118516,1,24061,159,1
Female,Divorced,3,Postgraduate,Employed,Urban,47838,0,14652,13,0
Male,Married,3,High School,Unemployed,Suburban,56013,0,20000,30,1
Male,Married,2,Postgraduate,Self-Employed,Urban,117254,0,32654,239,1
Female,Married,2,High School,Employed,Suburban,40017,0,8390,165,0
Male,Married,2,Postgraduate,Self-Employed,Suburban,65279,0,21168,193,0
Male,Single,1,Postgraduate,Self-Employed,Suburban,141238,0,39059,213,1
Male,Married,3,High School,Self-Employed,Suburban,76804,0,20422,52,1
Female,Married,0,High School,Self-Employed,Urban,100281,0,20181,174,1
Male,Married,3,High School,Self-Employed,Suburban,21595,0,5245,194,0
Female,Single,0,High School,Self-Employed,Suburban,143037,0,26937,174,1
Male,Married,0,Graduate,Self-Employed,Urban,142751,0,27284,34,1
Male,Married,2,High School,Unemployed,Urban,149743,0,34300,83,1
Female,Divorced,1,Graduate,Employed,Suburban,45461,0,10240,102,1
Female,Single,3,Postgraduate,Employed,Urban,56874,0,20000,217,1
Female,Single,2,High School,Unemployed,Urban,73372,0,21230,23,1
Female,Married,0,Graduate,Unemployed,Suburban,85891,0,24265,175,1
Female,Married,2,Graduate,Employed,Urban,139296,0,36733,101,0
Male,Married,0,High School,Unemployed,Urban,56848,0,20000,113,1
Male,Married,0,Graduate,Self-Employed,Rural,62055,0,20000,203,1
Female,Married,2,Postgraduate,Employed,Suburban,63537,1,20000,61,1
Female,Single,2,Graduate,Employed,Urban,54044,0,11291,149,1
Female,Married,1,High School,Employed,Urban,53188,0,20000,77,1
Male,Single,2,Postgraduate,Unemployed,Urban,140032,0,29393,191,1
Male,Single,2,Graduate,Employed,Rural,56639,0,20000,42,1
Female,Married,0,High School,Unemployed,Urban,79154,0,22248,80,0
Male,Single,0,High School,Employed,Urban,109888,0,21577,13,1
Male,Married,2,Postgraduate,Employed,Suburban,68460,0,8833,165,0
Female,Single,1,Graduate,Unemployed,Urban,72805,1,20089,171,1
Male,Divorced,1,High School,Employed,Urban,148582,0,22919,18,1
Male,Single,2,Graduate,Employed,Suburban,99848,0,22674,46,1
Female,Married,1,High School,Employed,Suburban,68297,0,20480,209,1
Male,Divorced,1,Postgraduate,Self-Employed,Urban,124866,0,32932,31,0
Female,Single,2,High School,Employed,Rural,130581,0,32664,139,0
Male,Single,2,Graduate,Employed,Suburban,143245,1,39667,123,1
Male,Single,3,Graduate,Unemployed,Rural,75837,0,20554,122,1
Female,Married,1,Graduate,Self-Employed,Suburban,122224,0,28550,26,1
Male,Single,0,High School,Unemployed,Rural,37582,1,13913,130,0
Female,Married,1,High School,Self-Employed,Urban,97359,1,23241,161,1
Female,Married,0,Graduate,Employed,Suburban,44858,0,15121,32,1
Female,Divorced,3,Postgraduate,Employed,Urban,67880,0,18218,96,0
Male,Married,1,Graduate,Self-Employed,Urban,81767,0,22586,35,1
Female,Single,3,Graduate,Employed,Urban,137006,0,25640,115,0
Male,Single,0,Graduate,Employed,Suburban,58547,0,18474,183,0
Female,Married,1,High School,Employed,Rural,43722,0,7961,96,0
Male,Married,2,High School,Employed,Urban,100865,0,29101,104,1
Female,Single,0,Graduate,Self-Employed,Urban,75926,0,20863,30,0
Female,Married,2,Postgraduate,Employed,Suburban,115904,0,28558,109,1
Female,Married,2,Graduate,Employed,Suburban,100924,0,25928,71,1
Male,Married,0,Graduate,Employed,Urban,98520,0,27427,158,1
Male,Married,0,Graduate,Self-Employed,Rural,40704,0,13197,70,0
Male,Married,0,High School,Self-Employed,Rural,106893,0,23716,209,1
Male,Single,2,Graduate,Employed,Urban,97820,0,26086,60,1
Male,Single,1,Graduate,Self-Employed,Urban,59835,0,20000,54,1
Female,Married,0,Graduate,Employed,Urban,80764,0,21215,137,1
Male,Single,0,Graduate,Employed,Suburban,35082,0,9860,24,0
Female,Single,1,Postgraduate,Self-Employed,Suburban,54989,0,20000,167,0
Male,Single,2,Postgraduate,Employed,Urban,51050,0,20000,61,1
Female,Married,1,High School,Employed,Urban,25818,1,7668,212,1
Male,Single,2,High School,Self-Employed,Suburban,105647,0,22913,111,1
Male,Single,2,High School,Unemployed,Suburban,97575,0,20160,212,1
Male,Single,0,Graduate,Employed,Urban,131405,0,33186,228,1
Male,Single,1,Graduate,Self-Employed,Urban,131649,0,24956,216,1
Female,Single,0,Postgraduate,Employed,Urban,52617,0,17213,114,0
Male,Single,0,High School,Employed,Urban,133487,0,35952,47,1
Female,Married,0,High School,Self-Employed,Urban,67597,0,20242,118,1
Male,Single,3,High School,Self-Employed,Urban,84012,0,24229,16,1
Male,Married,3,High School,Employed,Urban,73952,0,20222,39,0
Male,Married,1,High School,Employed,Urban,51183,1,12601,195,0
Male,Single,1,High School,Employed,Rural,56620,1,19301,22,0
Male,Married,1,High School,Unemployed,Urban,143770,1,32722,144,1
Male,Single,0,High School,Employed,Urban,76874,0,21565,164,1
Female,Single,0,Graduate,Unemployed,Urban,128205,0,32220,113,1
Female,Married,0,Graduate,Employed,Suburban,25742,1,9762,127,0
Female,Divorced,2,Postgraduate,Employed,Urban,75020,0,22104,159,1
Male,Married,1,High School,Self-Employed,Suburban,109603,1,31026,123,1
Male,Married,2,Postgraduate,Self-Employed,Urban,59694,1,20000,105,1
Male,Single,2,Graduate,Employed,Suburban,25810,0,7090,188,0
Female,Married,3,High School,Employed,Urban,93341,1,22075,237,1
Male,Married,1,High School,Employed,Urban,138384,1,37439,120,1
Female,Single,0,Postgraduate,Self-Employed,Urban,66271,0,20000,175,1
Female,Married,3,High School,Unemployed,Suburban,50681,0,20000,176,1
Female,Divorced,1,Graduate,Self-Employed,Urban,126866,0,36377,130,1
Male,Single,1,Graduate,Employed,Urban,117287,0,20672,122,0
Female,Married,0,High School,Unemployed,Urban,20775,0,5516,147,0
Male,Single,2,Postgraduate,Employed,Urban,132523,0,31345,26,1
Male,Married,0,Postgraduate,Unemployed,Suburban,127755,1,30760,113,1
Male,Married,0,High School,Employed,Suburban,72713,0,20871,143,1
Male,Divorced,2,Graduate,Self-Employed,Rural,85156,0,22469,134,1
Female,Single,1,High School,Self-Employed,Urban,82719,0,21619,74,1
Female,Married,3,Graduate,Unemployed,Suburban,39438,1,9951,50,0
Female,Single,1,Graduate,Employed,Urban,104503,0,24704,169,1
Female,Single,0,Graduate,Unemployed,Urban,111908,0,20796,239,0
Female,Married,3,High School,Employed,Urban,89045,0,26580,162,1
Male,Single,1,Postgraduate,Self-Employed,Urban,50516,0,20000,171,1
Male,Divorced,0,Postgraduate,Employed,Urban,55113,1,20000,84,0
Female,Single,0,Graduate,Unemployed,Urban,61138,0,20000,41,1
Female,Married,3,Graduate,Employed,Rural,21417,0,7725,14,0
Female,Single,1,High School,Employed,Urban,123746,1,29066,162,1
Female,Single,3,Graduate,Unemployed,Suburban,104701,1,26517,105,0
Male,Married,0,Graduate,Employed,Suburban,106158,0,26869,220,1
Female,Single,1,High School,Self-Employed,Urban,120008,0,32275,182,1
Female,Married,1,Postgraduate,Unemployed,Urban,80592,0,22816,145,1
Male,Single,2,High School,Employed,Urban,139186,0,23487,183,1
Male,Single,3,Graduate,Self-Employed,Suburban,57642,0,20000,191,1
Female,Married,0,Graduate,Unemployed,Urban,99502,0,28079,29,1
Male,Divorced,3,Graduate,Self-Employed,Rural,34584,0,6928,163,0
Male,Divorced,1,High School,Self-Employed,Urban,65856,0,20000,187,1
Female,Single,1,Graduate,Employed,Urban,147022,0,21929,148,1
Male,Single,0,Graduate,Unemployed,Urban,112834,0,25165,170,1
Male,Single,3,Graduate,Unemployed,Suburban,40176,0,14911,100,0
Female,Single,0,High School,Employed,Suburban,57316,0,20000,34,1
Female,Married,0,Graduate,Unemployed,Suburban,66544,0,20000,68,1
Female,Divorced,0,Graduate,Employed,Suburban,78342,0,20327,53,1
Male,Married,3,High School,Self-Employed,Suburban,25500,0,7994,113,0
Female,Divorced,2,High School,Employed,Urban,49509,0,18256,34,0
Female,Married,3,High School,Self-Employed,Suburban,24919,1,6292,151,0
Female,Single,2,High School,Employed,Suburban,129454,0,26826,124,1
Female,Married,0,Graduate,Employed,Urban,66566,0,20000,84,1
Female,Single,1,High School,Employed,Rural,24631,1,5517,122,0
Male,Divorced,0,Graduate,Employed,Suburban,25961,0,10053,147,0
Female,Married,1,Postgraduate,Employed,Suburban,75049,0,20996,232,1
Male,Single,2,Postgraduate,Employed,Suburban,125628,1,27255,17,0
Female,Married,3,Graduate,Self-Employed,Urban,113999,1,23138,171,1
Male,Married,2,Graduate,Self-Employed,Suburban,120387,0,34292,180,1
Male,Divorced,0,High School,Self-Employed,Urban,46088,1,7081,68,0
Female,Married,3,Postgraduate,Employed,Urban,65379,0,20000,32,1
Male,Single,1,High School,Employed,Urban,102370,0,20100,171,0
Male,Married,3,High School,Employed,Urban,116251,1,32757,51,1
Male,Divorced,3,High School,Unemployed,Urban,71166,0,20940,211,1
Male,Single,2,Graduate,Employed,Rural,106455,0,20072,60,1
Male,Married,2,High School,Employed,Urban,88246,0,25229,98,1
Female,Married,0,Postgraduate,Employed,Urban,56108,0,20000,66,1
Female,Married,0,Postgraduate,Self-Employed,Suburban,105610,0,29215,56,1
Female,Single,1,Graduate,Employed,Urban,20215,0,6825,42,0
Female,Divorced,2,Graduate,Employed,Urban,93234,0,20726,117,1
Female,Single,2,Postgraduate,Unemployed,Suburban,69487,0,20136,99,1
Male,Married,3,High School,Unemployed,Suburban,89052,0,26270,221,1
Male,Single,1,Graduate,Employed,Rural,65664,0,20000,202,1
Female,Married,3,High School,Self-Employed,Urban,124281,0,31381,82,0
Female,Married,0,Graduate,Employed,Urban,45803,0,13446,175,0
Female,Married,0,Postgraduate,Unemployed,Urban,26909,0,8124,123,1
Female,Married,1,Graduate,Employed,Suburban,94625,0,24651,160,1
Female,Single,1,High School,Employed,Rural,145130,0,43487,106,0
Male,Single,3,Postgraduate,Unemployed,Suburban,133318,1,23151,79,0
Female,Single,3,Postgraduate,Unemployed,Urban,77275,1,20149,92,1
Male,Married,2,Postgraduate,Employed,Urban,86158,1,22409,147,1
Female,Married,3,Graduate,Self-Employed,Suburban,118680,0,22075,43,1
Male,Divorced,1,Graduate,Self-Employed,Urban,60940,0,20000,155,1
Male,Single,0,High School,Employed,Urban,70850,0,20239,202,1
Male,Divorced,0,High School,Self-Employed,Suburban,31464,0,10567,103,0
Male,Married,1,Postgraduate,Self-Employed,Urban,41306,0,9036,68,0
Male,Married,1,High School,Employed,Urban,30682,0,7538,67,0
Female,Married,1,High School,Employed,Urban,54687,1,20000,160,1
Male,Single,1,Graduate,Employed,Urban,104463,0,21758,227,1
Male,Married,1,High School,Employed,Suburban,36243,0,12190,70,0
Female,Single,3,High School,Employed,Suburban,29818,1,5416,239,0
Male,Married,2,Postgraduate,Employed,Rural,84557,0,20501,59,1
Female,Married,2,High School,Unemployed,Urban,59605,1,15703,202,0
Female,Married,1,Postgraduate,Unemployed,Suburban,42367,0,9816,179,0
Female,Married,3,Graduate,Employed,Urban,22364,0,7148,27,0
Female,Married,1,High School,Employed,Urban,73278,1,21634,119,1
Female,Single,3,Graduate,Unemployed,Urban,62768,0,22046,211,0
Male,Single,3,High School,Unemployed,Suburban,98206,0,28377,179,1
Female,Married,0,Graduate,Unemployed,Urban,55227,0,15540,13,0
Female,Divorced,1,Postgraduate,Employed,Urban,67515,1,20055,195,1
Male,Married,0,Graduate,Employed,Urban,92645,0,24795,155,1
Female,Single,2,Postgraduate,Employed,Rural,86032,1,25243,95,0
Female,Single,1,Postgraduate,Employed,Suburban,123143,0,32157,217,1
Male,Married,0,Postgraduate,Unemployed,Rural,45503,0,16768,144,0
Female,Single,3,Postgraduate,Self-Employed,Urban,97036,0,25897,57,1
Male,Married,2,High School,Employed,Rural,107663,0,23067,121,1
Male,Single,3,Postgraduate,Unemployed,Suburban,143297,0,40161,226,1
Male,Married,0,Graduate,Self-Employed,Urban,78791,0,20893,211,1
Male,Single,3,High School,Employed,Rural,57053,0,17719,36,0
Female,Married,0,Postgraduate,Unemployed,Urban,40115,0,9811,100,1
Male,Single,2,High School,Employed,Suburban,142023,0,32311,81,1
Female,Married,2,Graduate,Employed,Urban,32197,1,8922,103,0
Male,Married,3,Postgraduate,Employed,Suburban,141151,0,26456,52,1
Female,Married,0,Postgraduate,Employed,Suburban,141097,0,41223,50,1
Female,Married,3,Graduate,Employed,Urban,78921,0,23235,41,1
Female,Married,0,High School,Unemployed,Suburban,81342,0,23631,126,1
Male,Divorced,0,Postgraduate,Employed,Urban,132097,0,26959,119,1
Male,Married,3,High School,Self-Employed,Urban,104956,0,24544,229,1
Male,Married,1,High School,Employed,Urban,23773,0,8525,111,1
Male,Married,0,Graduate,Unemployed,Urban,105008,0,23859,72,1
Male,Married,2,High School,Unemployed,Urban,62530,0,20000,202,1
Male,Divorced,2,Graduate,Self-Employed,Urban,70716,0,21071,89,1
Female,Single,2,Postgraduate,Self-Employed,Urban,112313,0,20303,169,1
Male,Married,1,Graduate,Self-Employed,Urban,54829,0,20000,41,1
Female,Married,2,Postgraduate,Employed,Rural,105241,0,23055,154,1
Female,Married,2,High School,Employed,Suburban,73151,0,21552,41,1
Male,Married,0,Graduate,Employed,Urban,112763,0,24076,226,1
Male,Married,3,High School,Self-Employed,Urban,55421,0,5968,95,0
Male,Divorced,0,High School,Self-Employed,Urban,101477,0,24081,81,0
Female,Married,2,Graduate,Unemployed,Suburban,140055,0,28084,216,1
Female,Married,1,High School,Employed,Urban,60259,0,20000,32,1
Male,Divorced,1,Postgraduate,Self-Employed,Rural,99588,0,27344,234,1
Male,Single,2,High School,Employed,Urban,94056,0,27094,33,1
Female,Divorced,3,High School,Unemployed,Urban,130236,0,38198,158,1
Female,Single,2,High School,Employed,Suburban,114971,0,21499,227,1
Female,Married,2,Graduate,Employed,Suburban,31517,0,8338,152,0
Male,Single,0,Postgraduate,Employed,Urban,41288,1,8663,64,0
Female,Single,0,Graduate,Employed,Rural,116935,0,29768,235,1
Male,Single,1,Graduate,Self-Employed,Urban,24438,1,5990,232,0
Female,Married,0,Graduate,Employed,Urban,113593,0,23742,52,1
Female,Divorced,2,Graduate,Employed,Urban,47522,1,15134,32,1
Male,Married,1,High School,Self-Employed,Rural,137380,0,40062,15,0
Female,Single,1,High School,Employed,Suburban,79507,0,21893,49,1
Female,Married,2,High School,Employed,Urban,80322,0,20497,129,1
Male,Single,0,Graduate,Unemployed,Suburban,82867,0,23442,118,1
Male,Married,1,Graduate,Unemployed,Urban,37323,0,8374,189,0
Female,Single,2,Graduate,Employed,Urban,55357,1,20000,165,0
Female,Married,3,Postgraduate,Employed,Urban,108264,0,27129,87,1
Female,Single,3,High School,Employed,Urban,44812,0,5964,164,1
Female,Married,0,Postgraduate,Unemployed,Urban,47070,0,16907,205,0
Female,Divorced,0,Graduate,Unemployed,Urban,60681,0,20000,77,1
Male,Married,0,High School,Self-Employed,Urban,73937,0,21960,62,1
Female,Married,3,Graduate,Unemployed,Urban,27615,0,5435,181,0
Male,Single,2,High School,Employed,Urban,82586,0,23488,53,1
